Category,v 2019  ,Plant ID,Plant Name,Unit,Status,Start Date,Retire Date,Prime mover ID,Prime Mover,Capacity,net MWh,Primary,Primary,Secondary,Secondary
,,,,,,,,,Description,,,Fuel Use MMBTU,Energy Source,Fuel Use MMBTU,Energy Source
G,2019,G0054,Biola University,EG1,OP,4/1/1990,,IC,"Internal Combustion Engine (diesel, piston)",0.6,3741,43346,NG,0,UNK
G,2019,G0054,Biola University,EG2,OP,4/1/1990,,IC,"Internal Combustion Engine (diesel, piston)",0.6,2691,30501,NG,0,UNK
G,2019,G0054,Biola University,EG3,OP,9/1/2002,,IC,"Internal Combustion Engine (diesel, piston)",1,6179,71343,NG,0,UNK
H,2019,H0041,Bishop Creek 2,1,OP,11/1/1908,,HY,Hydraulic Turbine (conventional),7.3,36422,0,WAT,0,UNK
H,2019,H0042,Bishop Creek 3,1,OP,6/1/1913,,HY,Hydraulic Turbine (conventional),7.84,35190,0,WAT,0,UNK
H,2019,H0043,Bishop Creek 4,1,OP,9/1/1905,,HY,Hydraulic Turbine (conventional),7.95,49505,0,WAT,0,UNK
H,2019,H0044,Bishop Creek 5,1,OP,6/1/1919,,HY,Hydraulic Turbine (conventional),3.8,17350,0,WAT,0,UNK
H,2019,H0045,Bishop Creek 6,1,OP,3/1/1913,,HY,Hydraulic Turbine (conventional),1.6,10315,0,WAT,0,UNK
H,2019,H0046,Black Butte,1,OP,1/1/1988,,HY,Hydraulic Turbine (conventional),6.19,18065,0.01,WAT,0.01,UNK
S,2019,S0339,Blackwell Solar,BWS1,OP,4/17/2015,,PV,Photovoltaic,12,31540,0,SUN,0,UNK
E,2019,E0097,Blue Lake,GEN1-Repower,IS,4/30/2010,,ST,Steam Turbine,13.8,0.12,0,WDS,0,UNK
S,2019,S0111,Blythe 1 Solar,1,OP,12/18/2009,,PV,Photovoltaic,21,43319,0,SUN,0,UNK
G,2019,G0787,Blythe Energy Project,CT11,OP,12/1/2003,,CT,Combined Cycle - Combustion Turbine portion,176,412153,5467370,NG,0,UNK
G,2019,G0787,Blythe Energy Project,CT12,OP,12/1/2003,,CT,Combined Cycle - Combustion Turbine portion,176,547778,5285730,NG,0,UNK
G,2019,G0787,Blythe Energy Project,ST10,OP,12/1/2003,,CA,Combined Cycle - Steam Turbine portion,185,508845,0,NG,0,UNK
S,2019,S0519,Blythe Solar 110 LLC,Unit 1,OP,3/18/2016,,PV,Photovoltaic,110,301949,0,SUN,0,UNK
S,2019,S0529,Blythe Solar II LLC,Unit 1,OP,7/18/2016,,PV,Photovoltaic,125,302013,0,SUN,0,N/A
S,2019,S0157,Boessow (Van Connett Solar Farm),PV1,OP,12/20/2011,,PV,Photovoltaic,3,4978,0.01,SUN,0.01,UNK
S,2019,S0373,Bolthouse Farms - S&P,1,OP,10/30/2008,,PV,Photovoltaic,1,2071.01,0,SUN,0,N/A
G,2019,G0853,Border - CalPeak Power,2,SB,10/26/2001,,GT,Combustion (gas) Turbine,49.8,8892,101606,NG,0,UNK
H,2019,H0048,Borel,1,OP,12/1/1904,,HY,Hydraulic Turbine (conventional),11,-217,0,WAT,0,UNK
S,2019,S0372,Borrego Solar - Twin Oaks,1,OP,6/2/2011,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
T,2019,T0080,Bottle Rock Power,1,IS,2/1/1985,,ST,Steam Turbine,55,0.12,0,GEO,0,UNK
E,2019,E0226,Bowerman Power Landfill Gas,E-1,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,21317.3,243460,LFG,0,N/A
E,2019,E0226,Bowerman Power Landfill Gas,E-2,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,21292.2,241144,LFG,0,N/A
E,2019,E0226,Bowerman Power Landfill Gas,E-3,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,21019.3,240831,LFG,0,N/A
E,2019,E0226,Bowerman Power Landfill Gas,E-4,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,21385.3,235276,LFG,0,N/A
E,2019,E0226,Bowerman Power Landfill Gas,E-5,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,22592.9,251361,LFG,0,N/A
E,2019,E0226,Bowerman Power Landfill Gas,E-6,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,23884.4,263647,LFG,0,N/A
E,2019,E0226,Bowerman Power Landfill Gas,E-7,OP,3/1/2016,,IC,"Internal Combustion Engine (diesel, piston)",3.37,23318.1,259346,LFG,0,N/A
H,2019,H0351,Bowman,Unit 1,OP,9/1/1986,,HY,Hydraulic Turbine (conventional),3.6,14275,0,WAT,0,UNK
H,2019,H0284,Box Canyon,48-1,OP,6/8/1986,,HY,Hydraulic Turbine (conventional),5,20928,0.01,WAT,0.01,UNK
E,2019,E0153,Bradley Landfill,1,OP,1/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",6,0.01,0,LFG,0,UNK
E,2019,E0249,Brea Expansion Plant - Brea Power II LLC,5-Jan,OP,11/1/2012,,GT,Combustion (gas) Turbine,32.81,205583,2331750,LFG,0,UNK
E,2019,E0109,Brea Power Partners LP,Gen 1-3,SB,12/1/1985,9/25/2019,IC,"Internal Combustion Engine (diesel, piston)",5.63,0.01,0,LFG,0,UNK
H,2019,H0052,Bucks Creek,Unit 530,OP,3/4/1928,,HY,Hydraulic Turbine (conventional),33,95245,0,WAT,0,UNK
H,2019,H0052,Bucks Creek,Unit 531,OP,3/4/1928,,HY,Hydraulic Turbine (conventional),25,62721,0,WAT,0,UNK
E,2019,E0201,Buena Vista Biomass,1,OS,1/13/2013,,ST,Steam Turbine,22.5,0.12,0,WDS,0,NG
W,2019,W0426,Buena Vista Energy LLC,WPRS 1,OP,12/24/1983,,WT,Wind Turbine,38,87796.5,0,WND,0,N/A
S,2019,S0458,Buford Five Points Solar Park (Excelsior),W5015,OP,8/23/2016,,PV,Photovoltaic,60,144532,0,SUN,0,N/A
S,2019,S0588,Buford Giffen Solar,Unit 1,OP,6/16/2017,,PV,Photovoltaic,20,32113.6,0,SUN,0,N/A
H,2019,H0240,Burney Creek,GEN1,OP,3/28/1990,,HY,Hydraulic Turbine (conventional),3,8869,0,WAT,0,UNK
E,2019,E0005,Burney Forest Products,1,OP,10/1/1989,,ST,Steam Turbine,31,219044,4048560,WDS,248684,NG
H,2019,H0057,Butt Valley,Unit 532,OP,12/31/1958,,HY,Hydraulic Turbine (conventional),40,129759,0,WAT,0,UNK
G,2019,G0509,C&H Sugar Plant,3,OP,1/1/1958,,ST,Steam Turbine,4,18342.1,0,NG,0,UNK
G,2019,G0509,C&H Sugar Plant,4,OP,10/1/1957,,ST,Steam Turbine,4,18342.1,0,NG,0,UNK
S,2019,S0375,CA Correctional Institution - Tahachapi,1,OP,2/22/2012,,PV,Photovoltaic,1,2092,0,SUN,0,UNK
S,2019,S0376,CA Correctional Institution II - Tehachapi,1,OP,6/24/2013,,PV,Photovoltaic,1.33,3470,0,SUN,0,N/A
S,2019,S9164,CA Dept of Correctionns Chowchilla,1,OP,1/1/2013,,PV,Photovoltaic,3,5256,0,SUN,0,N/A
S,2019,S9166,CA Dept of Correctionns Corcoran,1,OP,1/1/2013,,PV,Photovoltaic,3,5256,0,SUN,0,N/A
S,2019,S9163,CA Dept of Correctionns Salinas (SVSP),1,OP,1/1/2013,,PV,Photovoltaic,2,3504,0,SUN,0,N/A
S,2019,S9165,CA Dept of Correctionns WASCO (WSP),1,OP,1/1/2013,,PV,Photovoltaic,2,3504,0,SUN,0,N/A
S,2019,S9162,CA Dept of Corrections Solano (CSPS),1,OP,1/1/2013,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
S,2019,S0356,CA State Prison LA County (CSPL),1,OP,12/19/2012,,PV,Photovoltaic,2,4779,0,SUN,0,N/A
S,2019,S9026,CA State University Fresno,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
W,2019,W0452,Cabazon Wind,WPRS 1,OP,12/3/1984,,WT,Wind Turbine,38.85,48909.2,0,WND,0,N/A
W,2019,W0258,"Cabazon Wind Partners, LLC",WPRS 1,OP,12/3/1984,,WT,Wind Turbine,40.92,106667,0,WND,0,N/A
E,2019,E0227,Calabasas Gas-to-Energy Facility,Gen-1,OP,7/12/2010,,GT,Combustion (gas) Turbine,4.6,18009,280523,LFG,0,NG
E,2019,E0227,Calabasas Gas-to-Energy Facility,Gen-2,OP,7/12/2010,,GT,Combustion (gas) Turbine,4.6,0.12,0.09,LFG,0,NG
E,2019,E0227,Calabasas Gas-to-Energy Facility,Gen-3,OP,7/12/2010,,GT,Combustion (gas) Turbine,4.6,18852,293713,LFG,0,NG
S,2019,S0689,California Flats 150,Unit 1,OP,3/5/2019,,PV,Photovoltaic,150,333353,0,SUN,0,N/A
S,2019,S0636,California Flats North,Unit 1,OP,11/29/2017,,PV,Photovoltaic,130,344796,0,SUN,0,N/A
G,2019,G0757,California Institute of Technology,GEN1,OP,8/1/2003,,CT,Combined Cycle - Combustion Turbine portion,10,77809,995895,NG,0,N/A
G,2019,G0757,California Institute of Technology,GEN2,OP,11/1/2003,,CA,Combined Cycle - Steam Turbine portion,2.5,10332,0,NG,0,UNK
S,2019,S9077,California National Guard,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9062,California Natural Products,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
G,2019,G1048,California State - San Bernardino Fuel Cell Unit,1,OP,7/13/2013,,FC,Fuel Cell (electrochemical),1.4,9071,86095,NG,0,UNK
S,2019,S0240,California Valley Solar Ranch,1A,OP,9/15/2012,,PV,Photovoltaic,250,601827,0,SUN,0,UNK
S,2019,S0347,Calipatria Solar Farm,1,OP,2/12/2016,,PV,Photovoltaic,20,44539,0,SUN,0,UNK
T,2019,T0050,Calistoga #19,CAST1,OP,3/1/1984,,ST,Steam Turbine,48.5,195804,0,GEO,0,UNK
T,2019,T0050,Calistoga #19,CAST2,OP,3/1/1984,,ST,Steam Turbine,48.5,204723,0,GEO,0,UNK
S,2019,S0121,CalRENEW-1,CR1,OP,4/9/2010,,PV,Photovoltaic,5,8964.14,0,SUN,0,UNK
H,2019,H0080,Camanche,1,OP,7/1/1983,,HY,Hydraulic Turbine (conventional),10.8,61766,0,WAT,0,UNK
S,2019,S0313,Camelot LLC,1,OP,11/26/2014,,PV,Photovoltaic,45,122973,0,SUN,0,UNK
W,2019,W0407,Cameron Ridge,WPRS 1,OP,12/10/2014,,WT,Wind Turbine,59.67,153820,0,WND,0,N/A
S,2019,S9275,Cami Solar LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2628,0,SUN,0,N/A
H,2019,H0081,Camino,H1,OP,10/1/1963,,HY,Hydraulic Turbine (conventional),78.9,367467,0,WAT,0,UNK
H,2019,H0081,Camino,H2,OP,8/1/1968,,HY,Hydraulic Turbine (conventional),78.9,96565,0,WAT,0,UNK
H,2019,H0083,Camp Far West,1,OP,2/1/1985,,HY,Hydraulic Turbine (conventional),7.18,29529,0,WAT,0,UNK
S,2019,S9139,Campbell Soup Supply Company LLC,1,OP,1/1/2012,,PV,Photovoltaic,2,3918,0,SUN,0,N/A
S,2019,S0258,Campo Verde Solar Project,CVS1,OP,10/25/2013,,PV,Photovoltaic,147.2,312299,0,SUN,0,UNK
S,2019,S0176,Cantua Solar Station,1,OP,6/19/2012,,PV,Photovoltaic,20,40367,0,SUN,0,UNK
G,2019,G0058,Canyon Power Plant,ANAHM_2 CTG 1,OP,9/15/2011,,GT,Combustion (gas) Turbine,50.04,32205,348100,NG,0,UNK
G,2019,G0058,Canyon Power Plant,ANAHM_2 CTG 2,OP,9/15/2011,,GT,Combustion (gas) Turbine,50.2,26351,299496,NG,0,UNK
G,2019,G0058,Canyon Power Plant,ANAHM_2 CTG 3,OP,7/1/2011,,GT,Combustion (gas) Turbine,50.2,28513,329369,NG,0,UNK
G,2019,G0058,Canyon Power Plant,ANAHM_2 CTG 4,OP,7/1/2011,,GT,Combustion (gas) Turbine,50.04,36082,388430,NG,0,UNK
H,2019,H0087,Caribou #1,Unit 533,OP,5/6/1921,,HY,Hydraulic Turbine (conventional),23.8,37893,0,WAT,0,UNK
H,2019,H0087,Caribou #1,Unit 534,OP,5/6/1921,,HY,Hydraulic Turbine (conventional),25,46790,0,WAT,0,UNK
H,2019,H0087,Caribou #1,Unit 535,OP,5/6/1921,,HY,Hydraulic Turbine (conventional),25,44338,0,WAT,0,UNK
H,2019,H0088,Caribou #2,Unit 536,OP,11/9/1958,,HY,Hydraulic Turbine (conventional),60,338976,0,WAT,0,UNK
H,2019,H0088,Caribou #2,Unit 537,OP,11/9/1958,,HY,Hydraulic Turbine (conventional),60,339250,0,WAT,0,UNK
S,2019,S9083,Carl Zeiss Meditec Inc.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
G,2019,G0824,Carlsbad Energy Center,CEC 10,OP,7/1/2018,,GT,Combustion (gas) Turbine,105.5,59737.2,666235,NG,0,N/A
G,2019,G0824,Carlsbad Energy Center,CEC 6,OP,5/1/2018,,GT,Combustion (gas) Turbine,105.5,76825.9,855861,NG,0,N/A
G,2019,G0824,Carlsbad Energy Center,CEC 7,OP,6/1/2018,,GT,Combustion (gas) Turbine,105.5,76773.6,856017,NG,0,N/A
G,2019,G0824,Carlsbad Energy Center,CEC 8,OP,7/1/2018,,GT,Combustion (gas) Turbine,105.5,77763.1,865650,NG,0,N/A
G,2019,G0824,Carlsbad Energy Center,CEC 9,OP,7/1/2018,,GT,Combustion (gas) Turbine,105.5,80957.6,864387,NG,0,N/A
S,2019,S9215,Carly Solar LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1,1752,0,SUN,0,N/A
G,2019,G0084,Carson Cogeneration Company,Unit 1,MR,2/1/1990,,CT,Combined Cycle - Combustion Turbine portion,49.5,19479,277333,NG,0,UNK
G,2019,G0084,Carson Cogeneration Company,Unit 2,MR,2/1/1990,,CA,Combined Cycle - Steam Turbine portion,10.5,5250.03,0.03,NG,0,UNK
S,2019,S0289,Cascade Solar PV,1,OP,3/19/2014,,PV,Photovoltaic,19,51431,0,SUN,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #1,OP,9/1/1973,,HY,Hydraulic Turbine (conventional),271,44976,0,WAT,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #2,OP,8/1/1974,,HY,Hydraulic Turbine (conventional),271,45868,0,WAT,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #3,OP,3/1/1977,,HY,Hydraulic Turbine (conventional),271,74113,0,WAT,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #4,OP,8/1/1977,,HY,Hydraulic Turbine (conventional),271,0.12,0,WAT,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #5,OP,3/1/1978,,HY,Hydraulic Turbine (conventional),271,42309,0,WAT,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #6,OP,10/1/1978,,HY,Hydraulic Turbine (conventional),271,-23261,0,WAT,0,UNK
H,2019,H0090,Castaic (Pumped Storage),Unit #7,OP,2/1/1972,,OT,Other (Explain in Notes),56,9130.03,0,WAT,0,UNK
H,2019,H0039,Castaic Efficiency (Small Hydro),Unit 1,OP,10/1/1978,,PS,Hydraulic Turbine - Reversible (pumped storage),9,5360,0,WAT,0,UNK
S,2019,S0551,Castor Solar Project,Unit 1,OP,4/2/2016,,PV,Photovoltaic,1.5,2135.36,0,SUN,0,N/A
S,2019,S0081,Catalina Solar Phase I and II,1,OP,12/15/2012,,PV,Photovoltaic,110,247324,0,SUN,0,UNK
S,2019,S0334,Catalina Two LLC,1,OP,5/20/2015,,PV,Photovoltaic,18,52436,0,SUN,0,UNK
S,2019,S9157,CBS Television City,1,OP,1/1/2013,,PV,Photovoltaic,1.84,3224,0,SUN,0,N/A
W,2019,W0466,CDCR-LAC,WPRS 1,OP,1/1/2018,,WT,Wind Turbine,1.85,4531.82,0,WND,0,N/A
T,2019,T0073,CE Turbo LLC,1,OP,7/26/2000,,ST,Steam Turbine,11.5,70817,0,GEO,0,UNK
S,2019,S0585,CED Avenal LLC,Unit 1,OP,1/26/2017,,PV,Photovoltaic,15,29714,0,SUN,0,N/A
S,2019,S0688,"CED Lost Hills Solar, LLC",Unit 1,OP,2/5/2019,,PV,Photovoltaic,20,45701,0,SUN,0,
S,2019,S0586,CED Oro Loma 1 & 2,Unit 1,OP,1/26/2017,,PV,Photovoltaic,20,46585,0,SUN,0,N/A
W,2019,W0403,Cemex BMQ,WPRS 1,OP,11/1/2012,,WT,Wind Turbine,3,3862.28,0,WND,0,N/A
S,2019,S9082,Cemex Construction Materials Pacific LLC,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
W,2019,W0399,Cemex Madison,WPRS 1,OP,9/1/2011,,WT,Wind Turbine,1,1718.68,0,WND,0,N/A
W,2019,W0404,Cemex River Plant,WPRS 1,OP,12/1/2012,,WT,Wind Turbine,3.24,3220.56,0,WND,0,N/A
G,2019,G9222,Center Peaker,1,OP,8/1/2007,,GT,Combustion (gas) Turbine,48,10361,127859,NG,0,UNK
H,2019,H0092,Centerville,1,IS,6/1/1900,,HY,Hydraulic Turbine (conventional),5.5,0.01,0,WAT,0,UNK
H,2019,H0092,Centerville,2,IS,5/1/1900,,HY,Hydraulic Turbine (conventional),0.9,0.01,0,WAT,0,UNK
S,2019,S0291,Centinela Solar Energy,Unit 1,OP,10/1/2013,,PV,Photovoltaic,127,356355,0,SUN,0,UNK
S,2019,S0291,Centinela Solar Energy,Unit 2,OP,8/15/2014,,PV,Photovoltaic,47,127362,0,SUN,0,UNK
S,2019,S9216,Central Antelope Dry Ranch B2 LLC,Unit 1,OP,12/31/2014,,PV,Photovoltaic,1.5,2557,0,SUN,0,N/A
S,2019,S0549,Central Antelope Dry Ranch C,Unit 1,OP,5/6/2016,,PV,Photovoltaic,20,38332,0,SUN,0,N/A
E,2019,E0195,Central LF (Sonoma) Phase I,P11,OP,7/1/1993,,IC,"Internal Combustion Engine (diesel, piston)",0.8,3325,51026,LFG,0,UNK
E,2019,E0195,Central LF (Sonoma) Phase I,P12,OP,7/1/1993,,IC,"Internal Combustion Engine (diesel, piston)",0.8,2741,44078,LFG,0,UNK
E,2019,E0195,Central LF (Sonoma) Phase I,P13,OP,7/1/1993,,IC,"Internal Combustion Engine (diesel, piston)",0.8,4249,65743,LFG,0,UNK
E,2019,E0195,Central LF (Sonoma) Phase I,P14,OP,7/1/1993,,IC,"Internal Combustion Engine (diesel, piston)",0.8,2278,34477,LFG,0,UNK
E,2019,E0196,Central LF (Sonoma) Phase II,P21,OP,6/1/1996,,IC,"Internal Combustion Engine (diesel, piston)",0.8,1925,25940,LFG,0,UNK
E,2019,E0196,Central LF (Sonoma) Phase II,P22,OP,6/1/1996,,IC,"Internal Combustion Engine (diesel, piston)",0.8,1925,25940,LFG,0,UNK
E,2019,E0196,Central LF (Sonoma) Phase II,P23,OP,6/1/1996,,IC,"Internal Combustion Engine (diesel, piston)",0.8,1928,25940,LFG,0,UNK
E,2019,E0196,Central LF (Sonoma) Phase II,P24,OP,6/1/1996,,IC,"Internal Combustion Engine (diesel, piston)",0.8,1925,25940,LFG,0,UNK
E,2019,E0197,Central LF (Sonoma) Phase III,P31,OP,1/1/2003,,IC,"Internal Combustion Engine (diesel, piston)",0.8,548,12266,LFG,0,UNK
E,2019,E0197,Central LF (Sonoma) Phase III,P32,OP,1/1/2003,,IC,"Internal Combustion Engine (diesel, piston)",0.8,548,12266,LFG,0,UNK
S,2019,S9130,Central Marin Sanitation Agency,1,OP,1/1/2012,,PV,Photovoltaic,1.5,2432,0,SUN,0,N/A
G,2019,G1019,Central Plant (UC Irvine),CTG,OP,3/2/2007,,CT,Combined Cycle - Combustion Turbine portion,13.5,99505,1103540,NG,0,UNK
G,2019,G1019,Central Plant (UC Irvine),STG,OP,3/2/2007,,CA,Combined Cycle - Steam Turbine portion,5.5,0.12,0,NG,0,UNK
G,2019,G0803,Central Utility Plant (LAX),1RP,OP,8/1/2015,,GT,Combustion (gas) Turbine,4,19250,252087,NG,0,UNK
G,2019,G0803,Central Utility Plant (LAX),2RP,OP,8/1/2015,,GT,Combustion (gas) Turbine,4,15615,195449,NG,0,UNK
S,2019,S9123,Chabot - Las Positas Community College,1,OP,1/1/2012,,PV,Photovoltaic,1.3,2076,0,SUN,0,N/A
S,2019,S9146,Chabot Las Positas Community College District,1,OP,1/1/2012,,PV,Photovoltaic,2.3,3786,0,SUN,0,N/A
G,2019,G0429,Chalk Cliff Cogen,LM5000,OP,3/20/1990,,GT,Combustion (gas) Turbine,47,9995.02,93390,NG,0,UNK
S,2019,S9309,Chalk Hill Solar Project LLC_(CHSP),Unit 1,OP,12/31/2013,,PV,Photovoltaic,0.31,401,0,SUN,0,N/A
S,2019,S9414,Champagne Solar PV,1,OP,1/3/2014,,PV,Photovoltaic,1.23,1559,0,SUN,0,UNK
S,2019,S9089,Charles R. Crain Jr.,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S0646,Chevron 2,Unit 1,OP,12/21/2017,,PV,Photovoltaic,2,3917.98,0,SUN,0,N/A
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 1,OP,12/1/1987,,CT,Combined Cycle - Combustion Turbine portion,42.45,264620,3836990,NG,0,OIL
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 2,OP,12/1/1987,,CT,Combined Cycle - Combustion Turbine portion,42.45,306652,3836990,NG,0,OIL
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 3,IS,1/1/1975,,CA,Combined Cycle - Steam Turbine portion,1.55,0.12,0.03,NG,0,UNK
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 4,IS,11/1/1991,,CA,Combined Cycle - Steam Turbine portion,1.2,0.12,0.03,NG,0,UNK
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 5,OP,3/1/1996,,CT,Combined Cycle - Combustion Turbine portion,40.3,315269,3246230,NG,0,N/A
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 6,OP,3/1/1996,,CA,Combined Cycle - Steam Turbine portion,9.12,41829,0,NG,0,UNK
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,GEN 7,OP,7/5/2013,,CT,Combined Cycle - Combustion Turbine portion,40.7,293169,3482590,NG,0,UNK
G,2019,G0105,Chevron El Segundo Refinery Cogeneration,Gen 8,OP,7/5/2013,,CA,Combined Cycle - Steam Turbine portion,5.4,35474,0,NG,0,UNK
G,2019,G0104,Chevron Richmond Refinery Cogeneration,Cogen1,OP,8/1/1992,,CS,Combined Cycle - Single Shaft,62.64,405816,4705820,NG,0,GAS
G,2019,G0104,Chevron Richmond Refinery Cogeneration,Cogen2,OP,9/1/1992,,CS,Combined Cycle - Single Shaft,62.64,419238,4806800,NG,0,GAS
G,2019,G0104,Chevron Richmond Refinery Cogeneration,FCC,OP,1/1/1996,,OT,Other (Explain in Notes),10,12776,0,NG,0,UNK
G,2019,G0104,Chevron Richmond Refinery Cogeneration,TG-800,OP,3/6/2006,,ST,Steam Turbine,30.4,111448,7367810,OG,0,UNK
H,2019,H0095,Chicago Park,UNIT 1,OP,11/1/1965,,HY,Hydraulic Turbine (conventional),44,147627,0,WAT,0,UNK
G,2019,G0109,Childrens Hospital #2,CG04566,OP,12/12/2004,,GT,Combustion (gas) Turbine,5.3,26311,416431,NG,0,UNK
H,2019,H0096,Chili Bar,1,OP,3/1/1965,,HY,Hydraulic Turbine (conventional),8.1,35101,0,WAT,0,UNK
G,2019,G0404,Chino Cogeneration,GEN 1,OP,3/1/1988,,CT,Combined Cycle - Combustion Turbine portion,23.59,2788.04,33428,NG,0,UNK
G,2019,G0404,Chino Cogeneration,GEN 2,OP,3/1/1988,,CA,Combined Cycle - Steam Turbine portion,7.6,863.04,0,NG,0,UNK
E,2019,E0018,Chowchilla II Biomass,Unit 1,OP,5/15/2008,,ST,Steam Turbine,12.5,71711,1421160,WDS,1152.02,NG
G,2019,G0896,Chowchilla II Peaker,Unit 1,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,653.2,6843.7,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 10,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,797,8323.3,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 11,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,840.2,8769.8,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 12,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,795.1,8311.8,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 13,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,907.8,9489.1,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 14,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,897.7,9420.9,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 15,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,834,8753.7,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 16,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,782.7,8226.5,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 2,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,673.8,7069.5,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 3,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,757.9,8017.6,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 4,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,653.2,6859.2,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 5,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,825.7,8656.8,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 6,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,799,8679.6,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 7,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,760,8097.6,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 8,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,809.4,8459.6,NG,0,UNK
G,2019,G0896,Chowchilla II Peaker,Unit 9,SB,7/1/2001,,IC,"Internal Combustion Engine (diesel, piston)",3.1,739.6,7688.1,NG,0,UNK
G,2019,G0924,Chula Vista Energy Center LLC,1,OP,6/12/2006,,GT,Combustion (gas) Turbine,44,3883.02,64095,NG,0,UNK
G,2019,G0403,CI Power Cogeneration Plant (OLS Camarillo),Unit GTG,OP,4/1/1987,,CT,Combined Cycle - Combustion Turbine portion,23.59,1853.04,21673,NG,0,UNK
G,2019,G0403,CI Power Cogeneration Plant (OLS Camarillo),Unit STG,OP,4/1/1987,,CA,Combined Cycle - Steam Turbine portion,7.6,559.04,0,NG,0,UNK
S,2019,S0423,Citizen Solar B,Unit 1,OP,11/24/2015,,PV,Photovoltaic,5,11238,0,SUN,0,UNK
S,2019,S9090,City of Atwater,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9021,City of Chico,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
S,2019,S9060,City of Dinuba,1,OP,1/1/2012,,PV,Photovoltaic,1,1622,0,SUN,0,N/A
